Product Name,Category,Location,MRP,Blinkit Price,Zepto Price,Instamart Price,Discount (%),Margin (%),Festive/Seasonal Impact,Delivery Distance (km),Shelf Life (days),Min Stock,Max Stock,Final Price,Customer Sentiment,Weight (g/ml),Weight Unit,Order Year,Order Month,Order Day,Order Hour,Order Time Category
Parle-G,Biscuits,Kothrud,45,36.97,36.83,36.87,18,10,,1.3,94,44,116,36.89,Neutral,,Unknown,2024,5,18,21,Night
Bananas (),Fruits,Kothrud,61,56.79,57.15,57.82,6,13,Monsoon,1.3,11,13,95,57.25,Negative,1.0,dozen,2024,7,27,22,Night
Govardhan Paneer (),Dairy,Aundh,109,97.42,97.46,98.97,10,27,Summer,2.6,15,43,75,97.95,Positive,200.0,g,2024,6,21,21,Night
Tea (),Grocery,Baner,150,131.1,132.64,133.0,12,15,Summer,1.2,310,14,156,132.25,Negative,250.0,g,2024,3,25,0,Night
Bananas (),Fruits,Wakad,61,55.01,55.76,55.43,9,13,,3.7,10,45,185,55.4,Negative,1.0,dozen,2024,10,16,11,Morning
Govardhan Paneer (),Dairy,Aundh,109,102.97,103.03,103.04,6,19,Summer,4.9,9,10,98,103.01,Positive,200.0,g,2024,1,15,3,Night
Coffee (),Grocery,Wakad,200,183.5,184.06,184.5,8,27,,4.8,322,15,75,184.02,Neutral,200.0,g,2024,7,2,14,Afternoon
Bingo Mad Angles,Snacks,Aundh,20,19.4,18.11,19.48,7,23,Summer,4.8,94,45,182,19.0,Negative,,Unknown,2024,5,13,9,Morning
Wheat (),Grocery,Baner,80,76.76,75.13,76.3,5,13,,4.2,231,27,38,76.06,Neutral,1000.0,g,2024,6,23,21,Night
Oreo Biscuit,Biscuits,Baner,99,88.96,89.63,88.89,10,15,Summer,4.7,132,22,90,89.16,Negative,,Unknown,2024,7,18,5,Morning
Govardhan Paneer (),Dairy,Kothrud,109,96.83,96.25,96.7,12,25,Summer,3.2,15,47,197,96.59,Negative,200.0,g,2024,6,18,5,Morning
Tea (),Grocery,Aundh,150,122.85,122.6,123.14,18,24,Exam Season,3.7,341,19,59,122.86,Negative,250.0,g,2024,4,18,23,Night
Tomatoes (),Vegetables,Baner,47,39.02,37.48,39.07,19,29,Winter,3.8,8,39,132,38.52,Negative,1000.0,g,2024,3,26,6,Morning
Bananas (),Fruits,Aundh,61,56.62,55.4,56.95,8,17,Winter,4.0,8,13,126,56.32,Neutral,1.0,dozen,2024,11,8,20,Evening
Saffola Oil (),Grocery,Aundh,176,141.52,140.62,141.49,20,30,Summer,4.1,300,40,50,141.21,Neutral,1.0,l,2024,3,12,20,Evening
Rice (),Grocery,Kothrud,100,87.51,87.7,87.69,13,12,Holi,3.6,321,50,86,87.63,Neutral,1000.0,g,2024,3,20,16,Afternoon
Coffee (),Grocery,Viman Nagar,200,175.25,175.54,175.67,12,24,Winter,2.3,202,38,53,175.49,Positive,200.0,g,2024,6,15,18,Evening
Govardhan Paneer (),Dairy,Wakad,109,90.44,91.33,91.23,17,22,Exam Season,3.3,12,46,79,91.0,Neutral,200.0,g,2024,10,29,22,Night
Oreo Biscuit,Biscuits,Viman Nagar,99,93.13,92.7,93.72,6,17,Exam Season,3.6,62,32,101,93.18,Positive,,Unknown,2024,3,26,17,Evening
Rice (),Grocery,Viman Nagar,100,81.38,80.01,80.1,19,28,Winter,1.6,244,13,182,80.5,Positive,1000.0,g,2024,11,5,1,Night
Bananas (),Fruits,Viman Nagar,61,49.06,50.77,51.02,18,22,Monsoon,2.0,11,34,76,50.28,Negative,1.0,dozen,2024,6,29,22,Night
Oreo Biscuit,Biscuits,Wakad,99,80.99,81.21,80.19,18,16,Winter,1.4,107,43,161,80.8,Negative,,Unknown,2024,7,14,19,Evening
Saffola Oil (),Grocery,Viman Nagar,176,145.97,146.41,146.16,17,13,Holi,1.8,342,15,52,146.18,Neutral,1.0,l,2024,8,16,11,Morning
Govardhan Paneer (),Dairy,Wakad,109,91.95,92.51,92.18,15,29,Summer,3.6,13,42,147,92.21,Neutral,200.0,g,2024,2,18,13,Afternoon
Wheat (),Grocery,Aundh,80,66.85,66.66,66.31,16,18,Diwali,4.5,200,35,83,66.61,Neutral,1000.0,g,2024,5,5,23,Night
Amul Milk (),Dairy,Wakad,56,53.05,52.07,52.48,7,22,,3.4,15,19,160,52.53,Negative,1.0,l,2024,7,26,4,Night
Bingo Mad Angles,Snacks,Aundh,20,18.73,19.54,18.0,5,16,Holi,2.4,121,45,106,18.76,Positive,,Unknown,2024,8,26,7,Morning
Parle-G,Biscuits,Aundh,45,41.4,43.13,43.03,6,23,Summer,1.8,65,12,159,42.52,Neutral,,Unknown,2024,7,25,10,Morning
Apples (),Fruits,Aundh,157,146.86,145.79,146.94,7,29,Exam Season,1.9,10,30,43,146.53,Negative,1000.0,g,2024,2,5,11,Morning
Saffola Oil (),Grocery,Aundh,176,164.46,164.63,165.63,6,26,Diwali,4.0,231,10,42,164.91,Negative,1.0,l,2024,8,21,22,Night
Atta (),Grocery,Kothrud,70,61.64,61.83,61.02,13,15,Monsoon,2.0,224,19,64,61.5,Neutral,1000.0,g,2024,4,25,0,Night
Bingo Mad Angles,Snacks,Baner,20,17.4,16.64,16.67,15,30,Summer,1.6,122,28,171,16.9,Neutral,,Unknown,2024,10,23,1,Night
Amul Milk (),Dairy,Wakad,56,45.81,44.54,46.3,19,23,Diwali,3.5,5,18,49,45.55,Neutral,1.0,l,2024,3,25,23,Night
Oreo Biscuit,Biscuits,Viman Nagar,99,82.78,81.31,82.94,17,13,Diwali,4.9,149,44,104,82.34,Neutral,,Unknown,2024,8,7,9,Morning
Tomatoes (),Vegetables,Wakad,47,39.24,39.93,40.3,15,14,Holi,3.3,7,20,94,39.82,Positive,1000.0,g,2024,1,7,13,Afternoon
Oreo Biscuit,Biscuits,Aundh,99,84.9,85.36,84.38,14,19,Holi,2.2,141,40,92,84.88,Positive,,Unknown,2024,1,10,9,Morning
Saffola Oil (),Grocery,Baner,176,165.24,165.68,166.35,6,12,Diwali,4.4,335,13,80,165.76,Positive,1.0,l,2024,2,8,19,Evening
Sugar (),Grocery,Kothrud,58,54.3,53.95,54.08,6,22,Winter,3.0,192,49,76,54.11,Positive,1000.0,g,2024,6,6,16,Afternoon
Tomatoes (),Vegetables,Viman Nagar,47,43.34,44.1,43.13,7,11,,3.1,8,26,127,43.52,Negative,1000.0,g,2024,4,4,11,Morning
Rice (),Grocery,Wakad,100,85.54,85.64,85.38,15,23,Summer,1.5,335,10,59,85.52,Positive,1000.0,g,2024,12,31,21,Night
Bananas (),Fruits,Baner,61,51.5,50.17,50.65,17,18,Monsoon,1.5,9,37,95,50.77,Neutral,1.0,dozen,2024,3,4,1,Night
Bananas (),Fruits,Aundh,61,49.05,49.34,48.63,20,16,Exam Season,2.1,13,20,131,49.01,Neutral,1.0,dozen,2024,3,20,10,Morning
Amul Milk (),Dairy,Aundh,56,51.37,51.29,50.3,9,24,Summer,2.0,5,41,150,50.99,Neutral,1.0,l,2024,6,2,16,Afternoon
Bananas (),Fruits,Baner,61,51.01,50.77,49.73,18,30,Winter,3.3,12,27,100,50.5,Neutral,1.0,dozen,2024,8,11,18,Evening
Parle-G,Biscuits,Baner,45,36.49,37.78,37.4,18,17,Holi,1.7,130,26,163,37.22,Positive,,Unknown,2024,12,12,21,Night
Oranges (),Fruits,Viman Nagar,87,79.92,80.02,81.75,7,29,Holi,2.0,9,40,51,80.56,Neutral,1000.0,g,2024,10,23,17,Evening
Bananas (),Fruits,Wakad,61,49.72,50.33,48.59,19,29,,2.8,12,42,56,49.55,Neutral,1.0,dozen,2024,2,29,1,Night
Sugar (),Grocery,Wakad,58,55.35,54.91,54.86,6,19,Exam Season,2.5,213,43,176,55.04,Positive,1000.0,g,2024,9,21,5,Morning
Salt (),Grocery,Viman Nagar,20,16.77,16.62,17.25,16,21,Diwali,4.3,182,26,89,16.88,Neutral,500.0,g,2024,8,29,3,Night
Salt (),Grocery,Wakad,20,18.91,18.62,19.45,7,23,Winter,2.9,256,29,137,18.99,Positive,500.0,g,2024,4,14,19,Evening
Salt (),Grocery,Baner,20,15.36,15.09,15.93,20,26,Holi,1.2,319,20,199,15.46,Positive,500.0,g,2024,6,27,9,Morning
Tea (),Grocery,Wakad,150,141.16,141.22,141.53,6,26,Diwali,4.1,265,24,147,141.3,Neutral,250.0,g,2024,6,26,20,Evening
Tomatoes (),Vegetables,Viman Nagar,47,39.26,38.06,39.79,17,20,Monsoon,4.3,10,33,171,39.04,Positive,1000.0,g,2024,12,8,15,Afternoon
Salt (),Grocery,Viman Nagar,20,17.4,17.88,17.06,14,11,Diwali,4.8,215,33,52,17.45,Negative,500.0,g,2024,7,25,0,Night
Oreo Biscuit,Biscuits,Viman Nagar,99,93.67,92.76,92.1,6,25,Monsoon,3.0,89,47,194,92.84,Negative,,Unknown,2024,11,15,21,Night
Amul Milk (),Dairy,Baner,56,51.59,51.1,51.98,8,26,Monsoon,4.6,10,12,56,51.56,Positive,1.0,l,2024,6,13,18,Evening
Amul Milk (),Dairy,Aundh,56,44.94,45.77,45.55,20,29,Diwali,2.8,15,38,152,45.42,Positive,1.0,l,2024,7,8,9,Morning
Oranges (),Fruits,Baner,87,79.53,79.78,79.72,8,18,,1.4,10,16,122,79.68,Positive,1000.0,g,2024,12,30,12,Afternoon
Apples (),Fruits,Aundh,157,139.88,139.12,140.53,11,22,,2.4,9,50,115,139.84,Negative,1000.0,g,2024,3,23,9,Morning
Dal (),Grocery,Wakad,90,81.27,80.31,81.38,10,19,Summer,4.9,255,31,84,80.99,Negative,500.0,g,2024,3,31,19,Evening
Oranges (),Fruits,Kothrud,87,79.23,78.2,79.22,10,29,Summer,4.7,8,48,167,78.88,Negative,1000.0,g,2024,3,19,12,Afternoon
Parle-G,Biscuits,Viman Nagar,45,41.32,40.24,39.97,10,14,,1.8,138,32,64,40.51,Positive,,Unknown,2024,3,2,7,Morning
Wheat (),Grocery,Kothrud,80,64.88,65.01,63.88,19,24,Summer,2.2,304,26,42,64.59,Negative,1000.0,g,2024,11,23,23,Night
Sugar (),Grocery,Viman Nagar,58,49.89,51.15,50.22,13,30,,2.0,186,44,84,50.42,Positive,1000.0,g,2024,4,1,13,Afternoon
Atta (),Grocery,Baner,70,65.16,63.43,65.38,8,19,,3.7,287,15,178,64.66,Neutral,1000.0,g,2024,2,8,5,Morning
Tomatoes (),Vegetables,Baner,47,41.55,42.43,42.77,11,21,Holi,2.9,7,15,88,42.25,Neutral,1000.0,g,2024,5,14,19,Evening
Bingo Mad Angles,Snacks,Kothrud,20,17.29,17.72,17.51,12,30,Holi,3.6,128,40,60,17.51,Negative,,Unknown,2024,5,30,1,Night
Tea (),Grocery,Kothrud,150,130.5,130.63,130.39,13,16,Winter,1.3,326,38,127,130.51,Positive,250.0,g,2024,6,23,5,Morning
Amul Milk (),Dairy,Aundh,56,48.82,47.56,48.82,14,25,,2.1,12,16,71,48.4,Neutral,1.0,l,2024,1,30,11,Morning
Coffee (),Grocery,Aundh,200,164.14,164.69,163.17,18,14,Diwali,3.1,354,39,194,164.0,Positive,200.0,g,2024,12,8,13,Afternoon
Tea (),Grocery,Baner,150,125.09,125.88,125.93,16,11,Holi,4.1,292,29,61,125.63,Neutral,250.0,g,2024,4,12,0,Night
Wheat (),Grocery,Viman Nagar,80,67.06,68.35,68.29,15,13,Summer,3.7,333,32,189,67.9,Negative,1000.0,g,2024,11,27,7,Morning
Tea (),Grocery,Baner,150,125.97,126.53,125.15,16,24,Winter,2.3,282,27,92,125.88,Positive,250.0,g,2024,11,2,11,Morning
Bingo Mad Angles,Snacks,Wakad,20,17.65,18.06,17.42,14,22,Summer,1.6,35,42,188,17.71,Positive,,Unknown,2024,11,23,14,Afternoon
Govardhan Paneer (),Dairy,Kothrud,109,92.55,92.49,91.18,16,15,Diwali,1.2,9,45,76,92.07,Neutral,200.0,g,2024,3,31,21,Night
Parle-G,Biscuits,Baner,45,42.31,42.64,42.77,5,25,Diwali,1.9,105,50,149,42.57,Neutral,,Unknown,2024,3,9,3,Night
Apples (),Fruits,Aundh,157,140.83,142.19,140.48,10,19,Exam Season,3.7,14,27,183,141.17,Positive,1000.0,g,2024,9,15,21,Night
Bingo Mad Angles,Snacks,Baner,20,15.92,15.66,17.36,18,18,Exam Season,1.5,117,11,145,16.31,Neutral,,Unknown,2024,12,6,5,Morning
Wheat (),Grocery,Viman Nagar,80,64.38,63.95,64.76,20,25,Summer,3.5,260,16,132,64.36,Negative,1000.0,g,2024,8,11,8,Morning
Salt (),Grocery,Wakad,20,17.66,17.35,17.8,16,21,Monsoon,1.6,255,38,41,17.6,Negative,500.0,g,2024,4,19,0,Night
Apples (),Fruits,Kothrud,157,146.28,145.46,146.71,7,30,Holi,2.8,8,33,150,146.15,Negative,1000.0,g,2024,10,22,12,Afternoon
Oranges (),Fruits,Viman Nagar,87,75.56,75.57,77.18,12,28,Exam Season,3.8,9,11,164,76.1,Positive,1000.0,g,2024,12,6,12,Afternoon
Salt (),Grocery,Wakad,20,15.82,16.15,16.91,18,17,Exam Season,1.7,308,41,182,16.29,Negative,500.0,g,2024,12,18,8,Morning
Oreo Biscuit,Biscuits,Viman Nagar,99,89.36,89.37,90.36,9,18,,4.2,168,29,56,89.7,Negative,,Unknown,2024,10,12,10,Morning
Bananas (),Fruits,Baner,61,50.39,50.94,50.17,17,28,Monsoon,2.2,7,40,111,50.5,Positive,1.0,dozen,2024,2,4,11,Morning
Salt (),Grocery,Wakad,20,18.78,18.77,17.92,8,14,Diwali,1.6,329,40,108,18.49,Neutral,500.0,g,2024,3,22,21,Night
Coffee (),Grocery,Viman Nagar,200,182.18,181.19,182.8,9,24,Holi,1.5,240,49,150,182.06,Neutral,200.0,g,2024,1,17,22,Night
Oranges (),Fruits,Aundh,87,78.31,79.03,78.48,9,14,Winter,3.9,8,34,130,78.61,Negative,1000.0,g,2024,6,6,11,Morning
Govardhan Paneer (),Dairy,Aundh,109,89.49,88.4,89.25,18,10,Diwali,4.8,6,39,124,89.05,Positive,200.0,g,2024,6,11,15,Afternoon
Atta (),Grocery,Viman Nagar,70,63.11,64.25,63.14,9,17,Diwali,1.3,287,40,137,63.5,Negative,1000.0,g,2024,11,21,3,Night
Govardhan Paneer (),Dairy,Viman Nagar,109,97.64,97.16,97.08,11,28,Monsoon,1.1,15,42,120,97.29,Positive,200.0,g,2024,10,2,11,Morning
Salt (),Grocery,Wakad,20,16.04,17.18,16.56,16,27,Summer,4.6,213,20,192,16.59,Positive,500.0,g,2024,1,25,23,Night
Atta (),Grocery,Kothrud,70,58.35,59.66,58.13,16,28,Diwali,1.1,265,23,131,58.71,Positive,1000.0,g,2024,2,11,21,Night
Tomatoes (),Vegetables,Kothrud,47,44.34,45.46,45.56,5,28,Exam Season,2.3,10,21,136,45.12,Neutral,1000.0,g,2024,7,5,23,Night
Oreo Biscuit,Biscuits,Aundh,99,84.26,84.72,85.54,14,23,Winter,2.4,170,37,100,84.84,Negative,,Unknown,2024,7,18,15,Afternoon
Atta (),Grocery,Wakad,70,60.94,61.43,60.68,12,22,Exam Season,2.6,201,32,73,61.02,Neutral,1000.0,g,2024,9,5,18,Evening
Govardhan Paneer (),Dairy,Baner,109,88.17,88.2,88.16,19,22,Winter,1.7,5,22,109,88.18,Neutral,200.0,g,2024,6,8,9,Morning
Apples (),Fruits,Baner,157,136.14,136.36,136.57,13,28,Diwali,2.5,7,13,79,136.36,Negative,1000.0,g,2024,12,29,17,Evening
Govardhan Paneer (),Dairy,Wakad,109,99.01,98.92,99.25,9,29,Holi,2.9,15,34,200,99.06,Positive,200.0,g,2024,8,4,0,Night
Dal (),Grocery,Wakad,90,84.61,84.5,82.98,7,12,Holi,1.0,207,41,143,84.03,Negative,500.0,g,2024,9,12,13,Afternoon
Oranges (),Fruits,Aundh,87,72.87,73.77,73.1,16,22,,3.2,9,37,96,73.25,Positive,1000.0,g,2024,4,18,12,Afternoon
Govardhan Paneer (),Dairy,Baner,109,100.72,100.6,100.07,8,12,Summer,3.7,11,21,121,100.46,Negative,200.0,g,2024,1,2,21,Night
Wheat (),Grocery,Wakad,80,67.79,68.13,67.32,16,13,Exam Season,4.1,184,44,168,67.75,Negative,1000.0,g,2024,1,25,1,Night
Rice (),Grocery,Kothrud,100,95.73,95.74,94.72,5,10,Summer,2.1,261,40,125,95.4,Neutral,1000.0,g,2024,5,22,17,Evening
Parle-G,Biscuits,Aundh,45,36.77,36.41,36.04,18,21,Holi,2.8,139,14,173,36.41,Neutral,,Unknown,2024,1,21,1,Night
Bingo Mad Angles,Snacks,Wakad,20,17.09,16.55,16.93,13,16,Diwali,4.7,49,43,51,16.86,Neutral,,Unknown,2024,4,8,3,Night
Saffola Oil (),Grocery,Baner,176,149.4,149.01,150.2,15,30,Diwali,3.3,362,31,88,149.54,Negative,1.0,l,2024,2,28,8,Morning
Atta (),Grocery,Baner,70,61.6,60.58,61.2,13,22,Holi,2.6,305,33,179,61.13,Positive,1000.0,g,2024,6,15,22,Night
Salt (),Grocery,Baner,20,17.62,17.35,18.19,11,28,Monsoon,4.6,227,16,180,17.72,Neutral,500.0,g,2024,8,23,10,Morning
Govardhan Paneer (),Dairy,Viman Nagar,109,101.85,103.39,103.16,6,17,Summer,1.6,7,38,134,102.8,Neutral,200.0,g,2024,10,31,13,Afternoon
Rice (),Grocery,Kothrud,100,90.19,90.51,90.57,9,26,Monsoon,1.3,331,35,127,90.42,Neutral,1000.0,g,2024,5,15,19,Evening
Dal (),Grocery,Baner,90,74.06,74.6,74.57,17,18,Diwali,1.5,294,11,14,74.41,Positive,500.0,g,2024,9,17,10,Morning
Saffola Oil (),Grocery,Baner,176,153.04,153.66,152.81,13,27,Winter,2.6,309,11,147,153.17,Positive,1.0,l,2024,2,12,8,Morning
Bananas (),Fruits,Aundh,61,49.7,49.64,51.07,17,14,Winter,4.6,13,13,79,50.14,Negative,1.0,dozen,2024,11,16,0,Night
Coffee (),Grocery,Baner,200,159.7,160.53,160.76,20,11,Monsoon,2.7,275,16,113,160.33,Neutral,200.0,g,2024,7,17,5,Morning
Oreo Biscuit,Biscuits,Viman Nagar,99,92.68,94.03,92.96,6,26,Exam Season,4.2,162,30,166,93.22,Neutral,,Unknown,2024,2,6,13,Afternoon
Tomatoes (),Vegetables,Baner,47,43.2,42.81,41.58,10,21,,2.8,10,37,190,42.53,Neutral,1000.0,g,2024,1,14,21,Night
Bingo Mad Angles,Snacks,Wakad,20,17.4,18.49,17.6,10,26,Monsoon,3.7,95,43,166,17.83,Neutral,,Unknown,2024,3,23,5,Morning
Coffee (),Grocery,Baner,200,162.96,161.93,162.42,19,20,Summer,2.8,232,47,114,162.44,Neutral,200.0,g,2024,6,5,6,Morning
Salt (),Grocery,Kothrud,20,18.34,17.62,18.7,7,15,Exam Season,2.5,192,18,170,18.22,Neutral,500.0,g,2024,8,3,6,Morning
Dal (),Grocery,Kothrud,90,74.7,74.54,73.14,18,12,,4.5,346,21,193,74.13,Negative,500.0,g,2024,6,21,19,Evening
Apples (),Fruits,Viman Nagar,157,135.73,135.6,137.32,13,12,Winter,1.5,11,27,186,136.22,Positive,1000.0,g,2024,12,30,22,Night
Atta (),Grocery,Baner,70,56.26,56.7,56.9,20,26,Monsoon,1.9,185,44,46,56.62,Negative,1000.0,g,2024,5,11,12,Afternoon
Salt (),Grocery,Viman Nagar,20,17.93,17.22,16.79,15,21,Holi,1.6,259,31,105,17.31,Negative,500.0,g,2024,12,23,17,Evening
Saffola Oil (),Grocery,Viman Nagar,176,141.56,140.67,141.02,20,28,Summer,4.5,194,23,61,141.08,Neutral,1.0,l,2024,10,9,4,Night
Tea (),Grocery,Wakad,150,138.16,138.74,137.04,8,13,Summer,4.1,345,46,146,137.98,Neutral,250.0,g,2024,8,19,16,Afternoon
Salt (),Grocery,Kothrud,20,18.77,18.74,17.95,7,11,Summer,4.5,327,48,112,18.49,Neutral,500.0,g,2024,6,14,14,Afternoon
Parle-G,Biscuits,Wakad,45,37.59,38.0,37.59,15,18,Summer,4.8,170,38,57,37.73,Negative,,Unknown,2024,5,3,1,Night
Bingo Mad Angles,Snacks,Wakad,20,17.59,16.69,18.29,12,25,Diwali,1.6,64,17,137,17.52,Negative,,Unknown,2024,7,14,19,Evening
Oreo Biscuit,Biscuits,Aundh,99,88.46,88.59,88.71,11,18,Diwali,2.2,171,48,128,88.59,Negative,,Unknown,2024,6,30,16,Afternoon
Apples (),Fruits,Wakad,157,138.85,137.82,138.1,12,22,Monsoon,1.2,7,49,84,138.26,Negative,1000.0,g,2024,5,16,13,Afternoon
Dal (),Grocery,Aundh,90,84.06,85.08,83.67,6,27,Diwali,3.2,219,31,197,84.27,Positive,500.0,g,2024,4,1,8,Morning
Amul Milk (),Dairy,Aundh,56,49.02,48.8,48.05,14,13,Exam Season,1.6,14,40,164,48.62,Negative,1.0,l,2024,7,28,12,Afternoon
Govardhan Paneer (),Dairy,Aundh,109,91.38,92.5,91.29,16,10,Holi,4.8,7,43,115,91.72,Neutral,200.0,g,2024,4,2,1,Night
Sugar (),Grocery,Kothrud,58,51.34,50.64,50.59,12,18,Summer,4.0,220,12,71,50.86,Positive,1000.0,g,2024,8,25,19,Evening
Tomatoes (),Vegetables,Wakad,47,40.29,38.98,39.94,16,13,,3.6,7,28,91,39.74,Neutral,1000.0,g,2024,11,2,16,Afternoon
Govardhan Paneer (),Dairy,Wakad,109,98.77,97.95,97.44,10,30,Winter,3.3,13,22,160,98.05,Negative,200.0,g,2024,10,28,21,Night
Parle-G,Biscuits,Aundh,45,38.91,38.61,39.04,14,29,,2.3,123,35,42,38.85,Negative,,Unknown,2024,3,8,3,Night
Tomatoes (),Vegetables,Kothrud,47,42.92,44.23,43.1,7,11,,2.3,9,42,44,43.42,Negative,1000.0,g,2024,3,27,21,Night
Govardhan Paneer (),Dairy,Aundh,109,87.8,87.24,87.08,20,19,,2.2,10,13,107,87.37,Neutral,200.0,g,2024,6,4,22,Night
Oranges (),Fruits,Aundh,87,73.09,73.09,73.19,17,25,Diwali,2.0,9,46,177,73.12,Negative,1000.0,g,2024,5,25,21,Night
Bingo Mad Angles,Snacks,Kothrud,20,16.48,17.58,16.68,14,28,Summer,1.7,77,50,56,16.91,Negative,,Unknown,2024,9,24,17,Evening
Oranges (),Fruits,Baner,87,78.29,78.03,78.0,10,14,Holi,2.5,10,47,127,78.11,Neutral,1000.0,g,2024,3,8,0,Night
Parle-G,Biscuits,Wakad,45,41.04,41.4,40.09,10,12,Holi,3.7,73,25,171,40.84,Positive,,Unknown,2024,5,3,14,Afternoon
Wheat (),Grocery,Baner,80,63.4,63.52,64.33,20,29,Holi,3.0,341,20,32,63.75,Positive,1000.0,g,2024,3,9,0,Night
Wheat (),Grocery,Kothrud,80,68.06,68.86,69.02,14,30,Summer,2.1,293,31,170,68.65,Neutral,1000.0,g,2024,4,15,6,Morning
Salt (),Grocery,Viman Nagar,20,18.25,18.98,19.56,5,10,Summer,2.5,185,48,85,18.93,Positive,500.0,g,2024,3,4,18,Evening
Bingo Mad Angles,Snacks,Kothrud,20,16.91,16.48,17.68,16,21,,1.6,43,26,117,17.02,Positive,,Unknown,2024,9,19,9,Morning
Wheat (),Grocery,Kothrud,80,68.61,68.67,68.76,14,11,Exam Season,3.3,336,35,105,68.68,Neutral,1000.0,g,2024,11,6,14,Afternoon
Rice (),Grocery,Aundh,100,83.78,84.08,84.37,16,12,Summer,3.4,211,16,52,84.08,Positive,1000.0,g,2024,8,13,7,Morning
Rice (),Grocery,Wakad,100,87.74,86.86,86.54,13,12,Holi,4.1,295,18,72,87.05,Positive,1000.0,g,2024,11,11,7,Morning
Coffee (),Grocery,Viman Nagar,200,189.47,189.01,189.06,5,17,Holi,4.4,207,43,166,189.18,Negative,200.0,g,2024,2,4,21,Night
Oreo Biscuit,Biscuits,Baner,99,81.8,81.79,80.63,18,18,Exam Season,2.8,73,46,58,81.41,Positive,,Unknown,2024,3,26,19,Evening
Dal (),Grocery,Wakad,90,72.56,71.23,72.7,20,12,Monsoon,3.0,188,34,155,72.16,Negative,500.0,g,2024,2,14,16,Afternoon
Coffee (),Grocery,Wakad,200,185.73,186.88,185.47,7,11,Winter,3.8,359,40,99,186.03,Positive,200.0,g,2024,10,28,1,Night
Amul Milk (),Dairy,Kothrud,56,50.59,48.99,50.47,11,23,Diwali,1.6,7,42,171,50.02,Positive,1.0,l,2024,8,19,7,Morning
Wheat (),Grocery,Viman Nagar,80,67.87,68.94,68.55,14,23,Winter,2.3,185,44,173,68.45,Neutral,1000.0,g,2024,11,15,17,Evening
Atta (),Grocery,Wakad,70,61.5,61.53,62.14,11,29,,1.2,208,35,135,61.72,Neutral,1000.0,g,2024,12,23,8,Morning
Apples (),Fruits,Viman Nagar,157,148.26,147.31,148.34,6,18,Summer,2.3,12,22,155,147.97,Negative,1000.0,g,2024,12,11,5,Morning
Rice (),Grocery,Baner,100,93.53,94.14,94.01,6,22,Diwali,2.3,204,25,147,93.89,Negative,1000.0,g,2024,11,30,22,Night
Govardhan Paneer (),Dairy,Aundh,109,93.32,93.26,92.7,15,12,Holi,2.1,7,22,96,93.09,Positive,200.0,g,2024,5,15,13,Afternoon
Dal (),Grocery,Viman Nagar,90,75.03,75.17,74.04,17,13,Summer,2.6,301,44,126,74.75,Neutral,500.0,g,2024,5,17,16,Afternoon
Parle-G,Biscuits,Viman Nagar,45,35.91,36.91,37.01,18,29,Winter,1.5,87,48,51,36.61,Negative,,Unknown,2024,2,29,8,Morning
Apples (),Fruits,Kothrud,157,142.06,142.43,143.02,9,30,,4.2,7,35,105,142.5,Neutral,1000.0,g,2024,11,22,7,Morning
Parle-G,Biscuits,Wakad,45,36.36,37.81,37.85,18,25,Winter,3.6,127,40,193,37.34,Neutral,,Unknown,2024,7,24,11,Morning
Oreo Biscuit,Biscuits,Aundh,99,82.39,83.03,83.6,16,28,Exam Season,2.5,175,13,99,83.01,Negative,,Unknown,2024,12,4,0,Night
Sugar (),Grocery,Kothrud,58,52.96,53.27,53.66,8,13,Summer,1.6,209,31,154,53.3,Negative,1000.0,g,2024,5,12,7,Morning
Salt (),Grocery,Wakad,20,19.39,18.12,18.78,8,18,,3.3,315,47,72,18.76,Positive,500.0,g,2024,10,17,11,Morning
Saffola Oil (),Grocery,Kothrud,176,162.85,162.63,162.12,8,29,,3.7,223,47,98,162.53,Neutral,1.0,l,2024,9,20,13,Afternoon
Apples (),Fruits,Aundh,157,135.81,135.95,135.45,14,10,Summer,4.0,10,25,138,135.74,Neutral,1000.0,g,2024,3,20,16,Afternoon
Atta (),Grocery,Viman Nagar,70,66.52,66.57,67.37,5,16,,3.1,283,31,135,66.82,Negative,1000.0,g,2024,6,11,21,Night
Amul Milk (),Dairy,Kothrud,56,46.42,45.04,46.31,18,22,Monsoon,1.9,14,31,164,45.92,Negative,1.0,l,2024,1,16,5,Morning
Sugar (),Grocery,Baner,58,50.56,50.66,49.64,13,27,Monsoon,4.4,351,29,46,50.29,Neutral,1000.0,g,2024,12,30,23,Night
Bananas (),Fruits,Kothrud,61,55.28,56.98,57.08,8,16,Monsoon,3.5,10,16,161,56.45,Neutral,1.0,dozen,2024,6,29,3,Night
Tea (),Grocery,Aundh,150,124.52,123.98,124.47,17,24,,3.8,227,32,200,124.32,Negative,250.0,g,2024,2,17,6,Morning
Parle-G,Biscuits,Aundh,45,41.78,42.13,42.51,6,21,Diwali,2.7,149,33,187,42.14,Negative,,Unknown,2024,7,10,14,Afternoon
Tomatoes (),Vegetables,Baner,47,40.91,40.01,39.39,15,21,Summer,1.4,9,32,105,40.1,Negative,1000.0,g,2024,12,19,9,Morning
Tea (),Grocery,Kothrud,150,134.03,135.8,135.73,10,17,Summer,2.2,218,13,58,135.19,Neutral,250.0,g,2024,4,18,20,Evening
